인천공항 일별 시간대별 여객(2016~2019),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
일자,국내/국제,도착/출발,00시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
2018년 02월 01일,국제,출발,"1,891",477,648,0,0,206,"1,244","3,957","7,144","6,911","8,525","6,504","4,072","4,251","4,634","4,728","3,579","4,231","4,038","6,941","8,387","5,099","3,646","2,030"
2018년 02월 02일,국내,도착,0,0,0,0,0,0,0,106,73,75,0,169,0,0,0,0,133,37,0,0,0,0,0,0
2018년 02월 02일,국내,출발,0,0,0,0,0,0,0,35,127,0,0,0,0,0,40,0,0,146,0,133,187,0,0,0
2018년 02월 02일,국제,도착,735,0,0,220,"4,391","8,224","5,324","4,258","4,178","3,446","2,568","5,816","3,785","4,721","4,606","6,783","8,945","8,826","5,937","5,012","4,193","3,594","3,465",743
2018년 02월 02일,국제,출발,"1,657",417,146,315,0,208,"1,513","3,927","6,649","8,376","7,771","5,663","3,924","4,917","4,135","5,015","4,972","5,020","3,537","8,176","7,151","5,679","3,641","2,037"
2018년 02월 03일,국내,도착,0,0,0,0,0,0,0,179,58,0,0,164,0,0,0,0,0,132,0,0,0,0,0,0
2018년 02월 03일,국내,출발,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,69,0,152,0,166,182,0,0,0
2018년 02월 03일,국제,도착,904,257,0,216,"4,117","7,598","6,982","4,440","3,176","4,367","3,421","4,924","4,738","3,889","5,669","5,159","8,433","8,851","6,135","4,819","5,567","3,538","3,674",953
2018년 02월 03일,국제,출발,"1,283",874,286,436,0,212,"1,238","3,700","6,375","7,619","6,754","4,786","5,101","5,586","5,117","4,549","4,649","4,403","4,338","6,538","6,179","4,683","3,989","2,009"
2018년 02월 04일,국내,도착,0,0,0,0,0,0,0,148,77,69,0,182,0,0,0,0,0,162,0,7,0,0,0,0
2018년 02월 04일,국내,출발,0,0,0,0,0,0,0,16,136,0,0,0,0,0,74,0,0,136,0,58,188,80,0,0
2018년 02월 04일,국제,도착,349,252,0,217,"4,569","7,613","5,376","4,071","4,748","3,345","3,445","5,852","4,636","4,212","4,796","6,023","8,577","9,664","6,669","5,206","4,631","4,798","4,220",357
2018년 02월 04일,국제,출발,"2,321",168,411,0,0,204,948,"4,089","6,001","7,285","7,459","5,937","4,204","6,174","5,416","4,691","4,921","3,967","3,711","6,284","7,281","5,327","4,842","3,346"
2018년 02월 05일,국내,도착,923,728,225,0,0,0,0,65,163,83,0,184,0,0,0,0,0,162,35,0,0,0,0,28
2018년 02월 05일,국내,출발,0,0,0,0,0,0,0,0,146,0,0,0,0,0,41,0,0,0,132,73,249,0,0,0
2018년 02월 05일,국제,도착,151,182,0,221,"4,423","7,680","5,109","5,130","4,899","3,588","1,742","4,650","5,243","3,787","5,143","5,005","9,359","9,210","5,544","5,563","4,014","3,633","3,117","1,195"
2018년 02월 05일,국제,출발,"1,770",268,422,169,0,204,"1,002","3,897","5,563","9,039","8,281","5,000","4,685","5,113","4,872","4,068","4,088","4,053","3,778","5,858","7,891","5,780","3,046","1,845"
2018년 02월 06일,국내,도착,0,0,0,0,0,0,0,170,0,60,0,155,0,0,0,0,0,78,0,0,0,1,0,276
2018년 02월 06일,국내,출발,0,0,0,0,0,0,0,0,160,0,0,0,0,0,47,0,0,111,0,126,175,0,0,0
2018년 02월 06일,국제,도착,388,0,0,209,"4,229","7,558","6,168","4,316","3,242","2,650","3,545","4,055","3,562","3,646","4,597","5,149","9,070","8,149","6,617","4,543","3,423","3,400","2,793",875
2018년 02월 06일,국제,출발,"1,292",442,352,0,0,205,"1,195","3,086","6,608","6,933","7,614","4,103","4,325","4,634","3,410","4,805","4,168","3,130","3,349","6,873","6,753","4,508","2,467","1,174"
2018년 02월 07일,국내,도착,367,168,0,0,0,0,0,174,84,0,0,113,0,0,0,0,0,113,0,0,0,0,0,0
2018년 02월 07일,국내,출발,0,0,0,0,0,0,0,38,131,0,0,0,0,0,31,0,0,79,0,45,241,0,0,0
2018년 02월 07일,국제,도착,166,258,230,174,"4,333","7,697","6,070","4,047","2,771","3,140","2,296","5,005","5,592","3,616","4,504","6,049","8,309","8,672","6,005","4,752","3,335","4,487","2,559","1,400"
2018년 02월 07일,국제,출발,"1,305",0,517,153,0,176,"1,261","2,757","7,315","6,692","6,891","4,969","4,199","4,808","4,971","4,737","3,876","3,846","3,539","5,783","8,389","4,733","3,830","1,924"
2018년 02월 08일,국내,도착,0,0,0,0,0,0,0,86,120,0,0,108,0,0,0,0,0,145,0,0,0,0,0,0
2018년 02월 08일,국내,출발,0,0,0,0,0,0,0,0,119,0,0,0,0,0,53,0,0,0,121,59,253,0,0,0
2018년 02월 08일,국제,도착,462,261,0,0,"3,832","6,322","6,199","3,822","3,522","4,280","2,412","5,014","3,541","5,147","5,050","5,352","7,610","8,422","6,343","5,116","3,183","4,651","2,581",848
2018년 02월 08일,국제,출발,"2,229",439,514,0,0,130,"1,018","3,582","6,371","7,126","6,467","5,529","5,892","3,576","4,462","5,199","3,926","4,126","3,966","6,589","8,088","5,301","3,366","2,517"
2018년 02월 09일,국내,도착,0,0,0,0,0,0,0,196,0,61,0,165,0,0,0,0,0,185,0,0,0,0,0,0
2018년 02월 09일,국내,출발,0,0,0,0,0,0,0,0,189,0,0,0,0,0,34,0,0,0,138,180,184,0,0,0
2018년 02월 09일,국제,도착,339,636,0,222,"3,939","8,736","5,505","4,727","3,999","3,806","2,823","4,760","5,026","4,272","5,160","6,740","7,314","9,193","6,956","4,135","5,559","4,212","3,177",862
2018년 02월 09일,국제,출발,"2,084",266,575,0,0,155,"1,277","4,256","5,949","8,634","6,164","5,923","4,132","5,872","4,744","5,228","4,682","3,844","5,266","7,330","8,771","6,497","3,327","2,858"
2018년 02월 10일,국내,도착,0,0,0,0,0,0,0,175,133,0,0,180,0,0,0,0,0,165,0,0,0,0,0,0
2018년 02월 10일,국내,출발,0,0,0,0,0,0,0,0,26,136,0,0,0,0,64,0,0,0,156,83,285,0,0,0
2018년 02월 10일,국제,도착,410,424,0,226,"4,250","7,369","5,901","4,571","3,960","4,766","3,236","5,780","3,805","4,254","5,464","6,639","6,974","8,018","8,150","5,029","4,912","2,587","3,973",274
2018년 02월 10일,국제,출발,"1,937",406,"1,025",0,0,130,"1,000","4,581","6,476","8,479","8,261","5,762","4,383","5,722","5,128","5,039","5,280","4,537","4,588","6,444","8,103","5,325","3,635","2,621"
2018년 02월 11일,국내,도착,0,0,0,0,0,0,0,161,51,0,0,131,0,0,0,0,0,132,0,0,0,0,0,0
2018년 02월 11일,국내,출발,0,0,0,0,0,0,0,0,174,0,0,0,0,0,63,0,0,0,181,0,61,281,0,0
2018년 02월 11일,국제,도착,543,424,174,551,"4,097","7,413","6,998","3,610","3,279","3,711","2,919","6,472","4,429","4,451","4,812","5,639","8,932","8,595","6,286","6,088","4,108","3,777","3,944","2,122"
2018년 02월 11일,국제,출발,"1,814",255,559,160,77,0,"1,277","3,264","7,299","7,601","7,572","5,091","4,962","5,510","4,897","5,187","3,155","2,088","3,511","5,841","7,304","5,745","5,281","5,005"
2018년 02월 12일,국내,도착,0,0,0,0,0,0,0,80,92,0,0,105,0,0,0,0,0,171,0,0,0,0,0,0
2018년 02월 12일,국내,출발,0,0,0,0,0,0,0,0,131,0,0,0,0,0,67,0,0,131,0,0,69,287,0,0
2018년 02월 12일,국제,도착,126,176,0,493,"3,762","6,173","4,392","4,155","4,740","4,382","4,137","5,252","4,203","4,068","3,862","6,497","7,536","7,931","6,998","4,511","4,017","3,477","3,221","1,320"
2018년 02월 12일,국제,출발,"2,702",355,498,0,78,0,920,"3,654","5,607","6,375","6,999","5,366","5,084","5,594","4,328","4,917","3,370","4,245","4,181","6,784","1,655","4,588","4,626","4,836"
2018년 02월 13일,국내,도착,0,0,0,0,0,0,0,76,128,61,0,165,0,0,0,0,0,172,0,0,0,0,0,0
2018년 02월 13일,국내,출발,0,0,0,0,0,0,0,0,156,0,0,0,0,0,69,0,0,0,167,329,0,0,0,0
2018년 02월 13일,국제,도착,331,0,260,0,"3,831","5,822","5,453","3,599","3,511","4,668","3,065","5,185","3,809","3,554","4,212","6,034","6,692","7,883","6,077","4,841","4,673","3,798","3,046",428
2018년 02월 13일,국제,출발,"2,783","1,447",588,0,0,90,"1,061","3,307","5,481","6,440","8,494","4,913","5,106","6,429","5,628","4,764","4,272","3,742","3,913","8,251","7,835","5,028","3,372","2,275"
2018년 02월 14일,국내,도착,0,0,0,0,0,0,0,131,68,94,0,0,120,0,0,0,0,138,36,0,0,0,0,0
2018년 02월 14일,국내,출발,0,0,0,0,0,0,0,46,136,0,0,0,0,0,81,0,0,0,0,429,184,0,0,0
2018년 02월 14일,국제,도착,419,365,156,295,"3,635","7,366","4,904","5,181","3,693","3,568","3,197","4,218","4,052","4,091","4,797","5,800","8,071","7,646","5,863","4,354","4,747","3,955","2,938",801
2018년 02월 14일,국제,출발,"1,456",247,121,163,383,840,553,"4,146","7,647","7,655","8,223","5,863","4,185","6,548","5,140","5,531","5,055","3,486","5,167","9,113","7,882","5,491","4,045","2,316"
2018년 02월 15일,국내,도착,0,0,0,0,0,0,0,198,61,0,0,141,0,0,0,0,0,215,0,0,0,0,0,0
2018년 02월 15일,국내,출발,0,0,0,0,0,0,0,0,152,0,0,0,0,0,92,0,0,118,0,303,0,0,0,0
2018년 02월 15일,국제,도착,934,0,0,617,"4,287","6,607","5,279","5,669","3,415","3,952","2,945","4,419","3,189","4,232","4,890","6,222","7,414","6,725","5,046","4,534","3,587","3,012","2,740",494
2018년 02월 15일,국제,출발,"2,746",321,576,0,0,958,"2,551","4,135","8,208","8,671","8,662","5,984","4,676","4,987","4,833","4,821","4,488","4,085","3,492","7,108","7,748","4,784","3,134","1,232"
2018년 02월 16일,국내,도착,0,0,0,0,0,0,0,66,22,0,0,108,0,0,0,0,158,26,0,0,0,0,0,0
2018년 02월 16일,국내,출발,0,0,0,0,0,0,0,13,54,0,0,0,0,0,42,0,0,73,0,38,213,0,0,0
2018년 02월 16일,국제,도착,"1,086",368,0,51,"4,841","6,666","6,006","4,404","2,884","3,014","2,109","6,095","3,978","3,799","5,774","6,018","6,477","8,975","4,073","4,582","4,532","4,218","2,793",549
2018년 02월 16일,국제,출발,885,370,310,160,0,198,"1,661","3,557","5,061","7,593","5,398","4,230","2,720","4,544","4,375","3,578","3,343","3,684","3,535","7,691","6,492","4,826","3,379","1,145"
2018년 02월 17일,국내,도착,0,0,0,0,0,0,0,113,49,74,0,173,0,0,0,0,0,134,0,0,0,0,0,157
2018년 02월 17일,국내,출발,0,0,0,0,0,0,0,27,0,108,0,0,0,0,49,0,0,102,0,141,131,0,0,0
2018년 02월 17일,국제,도착,342,173,0,207,"3,997","8,030","6,278","4,800","4,795","3,153","2,418","5,940","4,909","4,031","5,769","7,268","6,658","8,612","6,392","5,005","4,490","4,303","3,508",462
2018년 02월 17일,국제,출발,980,386,486,0,171,0,"1,522","4,284","5,273","7,702","5,877","4,645","3,306","4,481","4,434","4,373","4,011","3,483","3,892","6,794","6,854","3,702","3,033","1,617"
2018년 02월 18일,국내,도착,0,0,0,0,0,0,0,303,120,0,0,188,0,0,0,0,0,160,0,0,0,0,0,0
2018년 02월 18일,국내,출발,0,0,0,0,0,0,0,0,180,0,0,0,0,0,69,0,0,123,0,392,0,0,0,0
2018년 02월 18일,국제,도착,407,0,418,0,"5,302","6,213","8,445","4,898","4,164","3,151","2,814","7,643","4,686","4,937","5,011","9,080","8,277","9,026","5,697","5,973","5,265","6,169","4,715",698
2018년 02월 18일,국제,출발,"1,339",309,418,149,0,210,"1,192","4,166","5,994","8,772","6,689","5,354","3,855","5,399","5,822","4,776","4,896","5,134","4,022","8,209","6,433","4,875","2,547","3,336"
2018년 02월 19일,국내,도착,0,0,0,0,0,0,0,280,124,0,0,184,0,0,0,0,0,242,0,0,0,0,0,0
2018년 02월 19일,국내,출발,0,0,0,0,0,0,0,16,134,0,0,0,0,0,43,0,0,141,0,326,0,0,0,0
2018년 02월 19일,국제,도착,261,485,0,397,"4,250","8,035","8,206","4,414","4,948","2,709","2,562","6,352","4,275","5,038","4,988","7,363","9,101","8,584","6,381","5,102","4,486","3,411","3,242",511
2018년 02월 19일,국제,출발,"2,093",420,576,307,207,0,"1,897","3,445","7,138","8,269","8,860","6,527","4,036","5,312","6,218","5,410","3,854","4,906","4,157","8,602","7,546","5,408","2,830","1,721"
2018년 02월 20일,국내,도착,0,0,0,0,0,0,0,296,123,0,0,189,0,0,0,0,182,32,0,0,0,0,0,0
2018년 02월 20일,국내,출발,0,0,0,0,0,0,0,0,163,0,0,0,0,0,53,0,0,76,0,131,176,0,0,0
2018년 02월 20일,국제,도착,572,40,158,295,"4,293","6,833","7,428","3,436","3,059","2,849","4,135","6,216","3,463","4,847","5,020","5,344","8,786","7,998","5,802","5,843","4,632","3,227","2,764","1,221"
2018년 02월 20일,국제,출발,"1,729",302,616,0,217,145,"1,359","3,195","7,240","9,159","8,835","6,117","5,093","6,066","5,561","6,022","4,949","4,411","4,181","8,218","6,340","5,732","3,791","1,143"
2018년 02월 21일,국내,도착,0,0,0,0,0,0,0,286,123,0,0,188,0,0,0,0,0,194,0,0,0,0,0,0
2018년 02월 21일,국내,출발,0,0,0,0,0,0,0,45,133,0,0,0,0,0,38,0,0,117,0,145,174,0,0,0
2018년 02월 21일,국제,도착,398,0,0,504,"3,974","6,134","7,221","4,702","3,791","2,908","2,158","6,057","4,897","3,678","4,564","7,733","7,617","7,792","6,126","4,686","4,647","4,031","3,100","1,515"
2018년 02월 21일,국제,출발,"1,832",266,624,0,225,0,"1,598","3,315","8,243","9,184","7,860","7,187","4,344","6,831","6,049","5,341","3,908","5,164","4,151","8,668","8,736","4,677","4,200","2,782"
2018년 02월 22일,국내,도착,0,0,0,0,0,0,0,178,166,0,0,185,0,0,0,0,0,236,0,0,0,0,0,0
2018년 02월 22일,국내,출발,0,0,0,0,0,0,0,11,91,0,0,0,0,0,38,0,0,87,0,103,160,0,0,0
2018년 02월 22일,국제,도착,206,262,0,119,"4,130","6,877","5,621","4,530","4,133","3,279","3,537","5,257","4,059","4,149","4,930","6,230","7,704","6,706","6,219","5,224","4,328","2,968","3,164",899
2018년 02월 22일,국제,출발,"2,404",596,621,0,0,221,"1,620","3,600","7,614","8,146","9,886","6,226","5,181","6,002","5,306","5,260","3,778","3,888","4,713","8,753","8,673","4,785","3,988","1,966"
2018년 02월 23일,국내,도착,0,0,0,0,0,0,0,53,176,79,0,186,0,0,0,0,0,162,37,0,0,0,0,0
2018년 02월 23일,국내,출발,0,0,0,0,0,0,0,0,27,124,0,0,0,0,44,0,0,77,0,116,188,0,0,0
2018년 02월 23일,국제,도착,640,0,0,197,"4,658","5,935","6,576","4,739","3,938","4,160","2,943","5,314","3,026","6,045","4,108","6,499","6,807","7,858","6,487","4,649","4,832","4,958","3,516",825
2018년 02월 23일,국제,출발,517,"2,532",317,351,0,215,"1,185","2,754","6,781","8,710","8,406","7,381","6,587","5,657","5,690","5,954","5,419","6,075","3,281","8,671","8,557","5,311","4,454","3,153"
2018년 02월 24일,국내,도착,0,0,0,0,0,0,0,215,177,0,0,182,0,0,0,0,133,31,0,0,0,0,0,0
2018년 02월 24일,국내,출발,0,0,0,0,0,0,0,0,106,0,0,0,0,0,52,0,0,131,0,235,100,0,0,0
2018년 02월 24일,국제,도착,351,0,0,179,"4,085","6,268","5,597","5,461","4,780","4,136","2,360","6,284","4,383","4,801","4,362","7,799","5,907","7,299","6,334","5,745","4,526","4,625","3,178",969
2018년 02월 24일,국제,출발,"2,221",306,653,0,0,223,723,"4,649","7,356","8,550","8,168","6,038","6,057","5,644","6,238","5,111","5,984","5,346","3,804","6,913","7,419","6,085","4,163","3,994"
2018년 02월 25일,국내,도착,0,0,0,0,0,0,0,209,0,98,0,187,0,0,0,0,0,179,0,0,0,0,0,0
2018년 02월 25일,국내,출발,0,0,0,0,0,0,0,0,144,0,0,0,0,0,95,0,0,187,0,184,186,0,0,0
2018년 02월 25일,국제,도착,117,176,0,144,"4,400","5,878","6,839","4,859","4,517","4,412","3,601","6,441","4,313","4,827","4,688","7,687","9,622","8,668","5,279","4,826","5,432","4,991","3,172",986
2018년 02월 25일,국제,출발,"2,085",150,605,0,0,224,"1,055","3,975","7,502","8,401","9,235","7,070","4,560","6,976","6,500","5,852","4,485","5,241","5,110","9,291","8,090","4,307","4,158","3,192"
2018년 02월 26일,국내,도착,0,0,0,0,0,0,0,199,54,43,0,173,0,10,0,0,0,244,0,0,0,0,0,0
2018년 02월 26일,국내,출발,0,0,0,0,0,0,0,33,0,122,0,0,0,0,45,0,0,181,0,92,292,0,0,0
2018년 02월 26일,국제,도착,637,0,0,528,"4,106","8,386","5,707","4,962","4,682","3,633","2,900","5,708","4,254","4,523","5,817","7,565","7,453","8,031","7,093","3,899","4,501","4,009","3,513",349
2018년 02월 26일,국제,출발,"2,271",92,545,0,216,0,"1,658","2,998","7,407","9,797","7,707","5,814","4,871","6,073","5,534","6,409","5,498","5,053","4,054","8,323","7,245","4,587","2,913","2,980"
2018년 02월 27일,국내,도착,0,0,0,0,0,0,0,207,71,32,15,185,0,0,0,0,0,202,0,0,0,0,0,0
2018년 02월 27일,국내,출발,0,0,0,0,0,0,0,45,0,124,0,0,0,0,58,0,0,124,0,106,259,0,0,0
2018년 02월 27일,국제,도착,320,0,0,324,"4,810","7,557","6,233","4,182","4,000","4,137","2,705","5,012","4,341","4,481","4,660","5,263","7,244","8,972","7,343","5,072","4,151","3,430","2,968",887
2018년 02월 27일,국제,출발,"1,016",586,554,0,0,218,"1,495","3,330","6,510","7,794","8,540","5,989","3,953","6,155","5,800","5,985","4,138","3,748","3,844","8,191","7,110","5,251","2,396","2,013"
2018년 02월 28일,국내,도착,0,0,0,0,0,0,0,199,179,0,0,0,180,0,0,0,0,108,0,0,0,0,0,528
2018년 02월 28일,국내,출발,0,0,0,0,0,0,0,0,153,0,0,0,0,0,23,0,0,0,177,0,255,182,0,0
2018년 02월 28일,국제,도착,568,57,0,286,"4,120","5,242","8,093","4,910","3,669","3,406","3,326","5,437","3,891","4,195","4,517","6,918","7,836","7,894","8,385","4,579","3,677","4,286","4,505",606
2018년 02월 28일,국제,출발,"1,945",263,683,0,0,221,"1,414","3,179","7,245","8,725","8,536","7,205","4,104","6,863","5,250","5,884","5,323","3,103","3,591","6,703","9,122","5,989","5,131","3,926"
2018년 03월 01일,국내,도착,0,0,0,0,0,0,0,167,87,94,0,146,0,0,0,0,0,215,0,0,0,0,0,0
2018년 03월 01일,국내,출발,0,0,0,0,0,0,0,0,140,0,0,0,0,0,125,0,0,0,172,0,106,306,0,0
2018년 03월 01일,국제,도착,276,0,77,0,"3,135","6,230","6,729","5,444","3,570","4,376","4,087","5,599","3,631","4,287","5,515","7,523","8,202","6,618","7,776","5,227","4,481","3,935","3,388","1,559"
2018년 03월 01일,국제,출발,"2,522",307,745,0,0,220,"1,429","3,562","7,692","9,100","6,979","7,529","4,843","6,707","3,932","6,452","5,118","4,156","3,486","8,700","6,491","4,608","3,847","3,106"
2018년 03월 02일,국내,도착,0,0,0,0,0,0,0,189,93,0,0,188,0,0,0,0,0,160,0,0,0,0,0,0
2018년 03월 02일,국내,출발,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,33,0,86,0,119,175,0,0,0
2018년 03월 02일,국제,도착,315,150,0,613,"4,005","7,237","7,599","3,347","4,016","3,432","3,482","5,467","4,593","4,210","5,386","7,051","6,042","9,011","5,809","5,149","5,345","3,469","2,727",338
2018년 03월 02일,국제,출발,"1,454",433,540,0,0,216,"1,231","3,605","6,154","8,342","6,866","5,676","4,327","6,020","4,948","5,113","4,613","3,764","3,290","7,678","7,493","5,497","3,526","1,388"
2018년 03월 03일,국내,도착,0,0,0,0,0,0,0,148,66,110,0,182,0,0,0,0,0,165,0,0,0,0,0,0
2018년 03월 03일,국내,출발,0,0,0,0,0,0,0,36,0,134,0,0,0,0,53,0,0,143,0,149,169,0,0,0
2018년 03월 03일,국제,도착,840,0,0,386,"4,482","7,824","7,892","4,252","3,294","4,246","2,897","6,261","3,977","4,838","4,855","6,388","8,295","8,189","7,040","5,009","5,031","3,610","2,949",679
2018년 03월 03일,국제,출발,"1,466",406,544,0,0,191,929,"2,946","6,133","6,899","7,691","4,930","4,838","5,346","4,893","4,709","3,819","3,563","3,024","7,208","6,606","4,640","2,848","1,897"
2018년 03월 04일,국내,도착,0,0,0,0,0,0,0,185,0,135,0,187,0,0,0,0,146,51,0,0,0,0,0,0
2018년 03월 04일,국내,출발,0,0,0,0,0,0,0,0,143,0,0,0,0,0,91,0,0,0,181,92,259,0,0,0
2018년 03월 04일,국제,도착,"1,024",0,0,480,"3,142","8,066","7,466","4,391","5,536","3,008","3,925","7,246","3,432","4,839","6,246","7,586","8,552","10,333","4,969","5,675","5,081","4,943","4,713","1,038"
2018년 03월 04일,국제,출발,"1,245",402,629,0,0,199,707,"3,326","4,940","7,535","6,378","6,077","4,240","5,957","4,661","4,134","5,227","4,927","4,101","7,775","5,118","4,328","4,416","3,846"
2018년 03월 05일,국내,도착,0,200,0,0,0,0,0,256,228,0,0,186,0,0,0,0,0,234,0,0,0,0,0,0
2018년 03월 05일,국내,출발,0,0,0,0,0,0,0,25,129,0,0,0,0,0,38,0,0,115,0,163,186,0,0,0
2018년 03월 05일,국제,도착,408,481,0,478,"4,430","6,168","7,402","5,822","4,006","3,112","3,149","5,753","4,991","3,863","4,596","8,110","8,196","7,052","6,698","5,369","4,268","3,466","3,750",491
2018년 03월 05일,국제,출발,"2,145",249,648,0,0,192,"1,085","3,322","5,746","8,777","6,820","5,773","4,500","5,243","4,266","4,612","2,956","4,140","4,332","6,792","7,342","4,544","2,751","1,653"
2018년 03월 06일,국내,도착,0,0,0,0,0,0,0,220,78,0,0,167,0,0,0,0,159,23,0,0,0,0,0,0
2018년 03월 06일,국내,출발,0,0,0,0,0,0,0,0,127,0,0,0,0,0,30,0,0,98,0,156,182,0,0,0
2018년 03월 06일,국제,도착,403,0,0,806,"3,990","6,850","6,800","3,395","3,700","3,128","3,160","5,321","3,559","4,555","3,472","6,521","7,178","6,613","6,527","4,047","3,659","3,387","2,910",641
2018년 03월 06일,국제,출발,"1,390",436,353,0,93,0,"1,171","3,391","4,631","7,308","8,085","5,557","3,561","4,513","4,323","4,679","2,705","3,272","3,729","6,781","5,474","4,049","1,676","1,479"
2018년 03월 07일,국내,도착,0,0,0,0,0,0,0,150,179,0,0,167,0,0,0,0,0,193,0,0,0,0,0,0
2018년 03월 07일,국내,출발,0,0,0,0,0,0,0,30,136,0,0,0,0,0,40,0,0,84,0,293,0,0,0,0
2018년 03월 07일,국제,도착,220,0,0,374,"4,208","5,821","7,205","3,381","3,330","2,103","2,191","4,920","5,064","3,234","3,620","7,203","6,330","7,978","6,645","4,625","3,047","4,080","2,834",131
2018년 03월 07일,국제,출발,"1,632",0,242,257,85,0,905,"2,895","4,706","7,878","7,602","5,312","3,777","4,747","5,151","4,054","3,414","3,538","4,555","7,492","6,622","5,354","3,028","1,621"
2018년 03월 08일,국내,도착,0,0,0,0,0,0,0,128,68,0,0,149,0,0,0,0,163,29,0,0,0,0,0,89
2018년 03월 08일,국내,출발,0,0,0,0,0,0,0,0,101,0,0,0,0,0,79,0,0,129,0,116,185,0,0,0
2018년 03월 08일,국제,도착,213,240,0,749,"4,235","6,256","5,502","3,785","3,711","2,574","3,210","4,904","2,626","4,082","5,401","7,327","7,143","6,591","5,099","4,887","2,908","2,742","2,997",778
2018년 03월 08일,국제,출발,"1,202",187,525,0,106,0,"1,379","3,029","6,229","7,449","7,156","5,006","4,031","4,862","4,043","4,539","3,832","3,823","3,933","8,305","6,340","5,157","2,698","1,825"
2018년 03월 09일,국내,도착,0,0,0,0,0,0,0,124,139,0,0,188,0,0,0,0,189,31,0,0,0,0,0,0
2018년 03월 09일,국내,출발,0,0,0,0,0,0,0,64,110,0,0,0,0,0,35,0,0,111,0,298,0,0,0,0
2018년 03월 09일,국제,도착,357,0,0,"1,044","4,316","6,007","7,257","4,219","3,676","2,611","2,862","5,779","3,062","5,115","4,990","7,265","6,990","8,225","5,814","4,691","3,593","3,858","2,865",708
2018년 03월 09일,국제,출발,"1,622",399,420,0,186,0,"1,330","3,298","6,338","8,854","6,397","5,879","4,325","4,848","4,972","5,234","3,513","4,201","3,292","8,157","7,280","5,010","3,609","1,473"
2018년 03월 10일,국내,도착,0,0,0,0,0,0,0,182,72,103,0,185,0,0,0,0,0,170,0,0,0,0,0,0
2018년 03월 10일,국내,출발,0,0,0,0,0,0,0,30,0,134,0,0,0,0,71,0,0,178,0,348,0,0,0,0
2018년 03월 10일,국제,도착,373,0,0,645,"3,924","6,314","7,106","4,321","4,258","3,194","3,103","5,752","3,599","4,362","5,079","7,993","6,607","8,311","5,739","5,069","2,996","3,044","3,016",815
2018년 03월 10일,국제,출발,"2,000",0,801,0,0,199,"1,137","3,089","5,899","6,771","7,755","6,103","4,703","4,952","5,221","4,707","3,636","4,202","4,197","7,521","5,137","4,991","2,634","1,681"
2018년 03월 11일,국내,도착,0,0,0,0,0,0,0,112,161,0,0,184,0,0,0,0,0,183,0,0,0,0,0,0
2018년 03월 11일,국내,출발,0,0,0,0,0,0,0,23,132,0,0,0,0,0,82,0,0,0,185,171,174,0,0,0
2018년 03월 11일,국제,도착,125,141,0,443,"3,096","7,380","6,780","5,549","3,163","3,321","3,022","6,307","4,330","4,576","4,925","7,620","9,470","7,208","5,871","5,259","4,087","3,380","2,386",356
2018년 03월 11일,국제,출발,"1,988",449,373,0,0,181,974,"3,009","5,790","7,477","7,489","5,433","4,117","5,537","5,945","4,668","3,879","4,161","4,685","8,409","5,524","4,907","3,102","1,768"
2018년 03월 12일,국내,도착,0,0,0,0,0,0,0,188,176,124,0,0,186,0,0,0,0,218,0,0,0,0,0,0
2018년 03월 12일,국내,출발,0,0,0,0,0,0,0,0,44,132,0,0,0,0,25,0,0,152,0,139,186,0,0,0
2018년 03월 12일,국제,도착,374,0,0,414,"3,614","4,963","5,800","6,865","4,509","2,972","3,396","4,997","4,351","4,306","4,855","7,676","7,241","7,597","4,912","5,197","4,230","2,963","3,140",323
2018년 03월 12일,국제,출발,"1,324",584,265,0,0,0,878,"1,676","6,625","7,763","8,785","5,660","3,791","5,132","5,352","4,301","3,875","4,058","3,622","8,126","6,068","4,577","1,714","2,336"
2018년 03월 13일,국내,도착,0,0,0,0,0,0,0,147,135,0,0,186,0,0,0,0,0,204,0,0,0,0,0,0
2018년 03월 13일,국내,출발,0,0,0,0,0,0,0,11,121,0,0,0,0,0,62,0,0,110,0,307,0,0,0,0
2018년 03월 13일,국제,도착,448,0,99,"1,417","4,458","5,317","5,844","4,026","3,306","3,121","2,517","4,668","3,852","4,530","2,965","6,404","7,320","7,260","5,506","4,196","2,902","2,960","2,470",619
2018년 03월 13일,국제,출발,"1,384",0,378,0,0,122,950,"2,754","4,860","6,669","7,399","5,218","3,794","4,750","4,292","4,065","4,132","3,329","3,867","7,494","5,359","4,184","1,422",826
2018년 03월 14일,국내,도착,0,0,0,0,0,0,0,130,213,0,0,180,0,0,0,0,0,206,0,0,0,0,0,0
2018년 03월 14일,국내,출발,0,0,0,0,0,0,0,21,126,0,0,0,0,0,25,0,0,125,0,289,0,0,0,0
2018년 03월 14일,국제,도착,121,62,0,"1,022","4,136","6,159","5,241","4,191","2,578","2,436","2,292","4,781","4,773","3,242","4,053","6,099","7,206","7,548","4,919","4,757","3,106","3,076","2,744",306
